Edible?,Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
e,f,f,n,t,,f,c,b,p,e,,k,k,w,g,p,w,o,p,n,s,d,Agaricus haemorrhoidarius
e,x,y,n,t,,f,c,b,p,e,,k,k,w,g,p,w,o,p,n,s,d,Agaricus haemorrhoidarius
e,x,f,n,t,,f,c,b,n,e,,k,k,g,w,p,w,o,p,n,s,d,Agaricus haemorrhoidarius
e,x,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,u,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,p,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,p,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,u,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,w,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,w,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,p,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,x,y,w,,,f,c,n,u,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,w,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,h,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,p,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,x,y,w,,,f,c,n,h,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,x,y,w,,,f,c,n,u,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,x,y,w,,,f,w,n,h,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,x,y,w,,,f,c,n,w,e,,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,w,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,u,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,w,e,,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
e,f,y,w,,,f,w,n,p,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
e,f,y,w,,,f,c,n,p,e,,s,f,w,w,p,w,o,f,h,n,d,Agaricus subrutilescens
p,k,y,e,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,x,y,e,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,n,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,f,y,e,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,x,y,e,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,c,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,e,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,x,y,c,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,f,y,n,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,c,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,f,y,c,t,m,f,c,b,w,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,x,y,c,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,f,y,e,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,x,y,n,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,e,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,f,y,c,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,k,y,n,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,f,y,n,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,x,y,n,t,m,a,c,b,w,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,x,y,e,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,e,t,m,f,c,b,w,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,x,y,c,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,f,y,n,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,k,y,c,t,m,f,c,b,y,e,,k,y,c,c,p,w,o,n,w,y,d,Lepiota josserandi
p,f,y,c,t,m,a,c,b,y,e,,k,y,c,c,p,w,o,n,w,s,d,Lepiota josserandi
p,x,s,w,t,f,f,c,b,w,e,b,f,s,w,w,p,w,o,p,h,v,g,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,p,e,b,f,f,w,w,p,w,o,f,h,s,p,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,h,e,b,s,s,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,h,e,b,s,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,h,e,b,f,f,w,w,p,w,o,p,h,s,p,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,w,e,b,s,f,w,w,p,w,o,f,h,s,u,Agaricus xanthodermus
p,x,s,w,t,f,f,c,b,w,e,b,f,f,w,w,p,w,o,f,h,v,p,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,p,e,b,f,s,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
p,f,s,w,t,f,f,c,b,w,e,b,s,s,w,w,p,w,o,f,h,s,g,Agaricus xanthodermus
p,f,s,w,t,f,f,c,b,p,e,b,f,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,w,e,b,s,f,w,w,p,w,o,f,h,s,u,Agaricus xanthodermus
p,f,s,w,t,f,f,c,b,p,e,b,s,s,w,w,p,w,o,f,h,v,u,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,h,e,b,s,f,w,w,p,w,o,f,h,s,p,Agaricus xanthodermus
p,x,s,w,t,f,f,c,b,w,e,b,f,s,w,w,p,w,o,f,h,v,u,Agaricus xanthodermus
p,x,s,w,t,f,f,c,b,p,e,b,f,f,w,w,p,w,o,f,h,s,g,Agaricus xanthodermus
p,x,s,w,t,f,f,c,b,p,e,b,f,f,w,w,p,w,o,f,h,s,g,Agaricus xanthodermus
p,f,s,w,t,f,f,c,b,h,e,b,f,s,w,w,p,w,o,f,h,v,u,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,p,e,b,s,f,w,w,p,w,o,f,h,v,p,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,w,e,b,f,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,p,e,b,s,s,w,w,p,w,o,f,h,v,g,Agaricus xanthodermus
p,x,s,g,t,f,f,c,b,h,e,b,s,f,w,w,p,w,o,f,h,s,p,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,p,e,b,s,s,w,w,p,w,o,f,h,s,u,Agaricus xanthodermus
p,f,s,w,t,f,f,c,b,p,e,b,f,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
p,f,s,g,t,f,f,c,b,w,e,b,f,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
p,x,s,w,t,f,f,c,b,h,e,b,f,f,w,w,p,w,o,f,h,s,p,Agaricus xanthodermus
p,k,y,w,f,n,f,w,n,w,e,,s,s,y,w,p,w,o,p,w,c,w,Lepiota cepaestipes
p,c,y,w,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,d,Lepiota cepaestipes
p,c,y,y,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,u,Lepiota cepaestipes
p,k,y,y,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,w,Lepiota cepaestipes
p,b,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,d,Lepiota cepaestipes
p,f,y,w,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,d,Lepiota cepaestipes
p,c,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,u,Lepiota cepaestipes
p,f,y,w,f,n,f,w,n,w,e,,s,s,y,w,p,w,o,p,w,c,u,Lepiota cepaestipes
p,f,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,u,Lepiota cepaestipes
p,b,y,w,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,f,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,f,y,w,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,u,Lepiota cepaestipes
p,c,y,w,f,n,f,w,n,w,e,,s,s,y,w,p,w,o,p,w,c,w,Lepiota cepaestipes
p,c,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,u,Lepiota cepaestipes
p,c,y,w,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,u,Lepiota cepaestipes
p,c,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,k,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,u,Lepiota cepaestipes
p,b,y,y,f,n,f,w,n,w,e,,s,s,w,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,k,y,y,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,d,Lepiota cepaestipes
p,f,y,y,f,n,f,w,n,w,e,,s,s,y,w,p,w,o,p,w,c,d,Lepiota cepaestipes
p,c,y,w,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,k,y,w,f,n,f,w,n,w,e,,s,s,y,w,p,w,o,p,w,c,u,Lepiota cepaestipes
p,k,y,w,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,d,Lepiota cepaestipes
p,c,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,w,o,p,w,c,w,Lepiota cepaestipes
p,c,y,w,f,n,f,w,n,w,e,,s,s,w,w,p,w,o,p,w,c,u,Lepiota cepaestipes
p,k,s,w,f,,f,w,b,w,e,,s,s,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,s,g,f,,f,w,b,p,e,,k,k,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,f,g,f,,f,w,b,p,e,,k,f,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,x,y,g,f,,f,w,b,p,e,,s,s,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,f,w,f,,f,w,b,g,e,,f,f,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,y,w,f,,f,w,b,p,e,,k,k,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,s,g,f,,f,w,b,p,e,,s,f,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,x,y,g,f,,f,w,b,p,e,,s,k,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,x,f,g,f,,f,w,b,g,e,,k,k,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,y,w,f,,f,w,b,w,e,,f,f,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,f,w,f,,f,w,b,g,e,,k,f,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,x,f,g,f,,f,w,b,w,e,,k,s,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,x,y,g,f,,f,w,b,g,e,,s,f,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,y,w,f,,f,w,b,w,e,,s,f,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,f,g,f,,f,w,b,p,e,,f,k,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,x,f,g,f,,f,w,b,w,e,,s,k,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,x,s,w,f,,f,w,b,p,e,,f,s,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,s,g,f,,f,w,b,p,e,,s,f,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,y,w,f,,f,w,b,p,e,,s,f,w,w,o,w,o,z,w,n,g,Lepiota naucina
p,k,s,g,f,,f,w,b,g,e,,f,f,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,y,w,f,,f,w,b,w,e,,s,s,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,k,f,g,f,,f,w,b,g,e,,s,s,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,k,f,w,f,,f,w,b,p,e,,f,k,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,x,f,w,f,,f,w,b,w,e,,s,f,w,w,o,w,o,z,w,s,g,Lepiota naucina
p,x,y,g,f,,f,w,b,g,e,,k,k,w,w,o,w,o,z,w,c,g,Lepiota naucina
p,f,y,g,t,f,f,c,b,p,t,b,k,k,n,b,p,w,o,l,h,v,g,Agaricus meleagris
p,x,f,n,t,f,f,c,b,g,t,b,k,k,b,p,p,w,o,l,h,y,p,Agaricus meleagris
p,x,f,n,t,f,f,c,b,h,t,b,k,k,n,b,p,w,o,l,h,s,p,Agaricus meleagris
p,f,y,n,t,f,f,c,b,g,t,b,k,k,p,p,p,w,o,l,h,v,g,Agaricus meleagris
p,f,y,n,t,f,f,c,b,p,t,b,k,k,b,n,p,w,o,l,h,y,d,Agaricus meleagris
p,f,y,n,t,f,f,c,b,h,t,b,k,k,p,p,p,w,o,l,h,s,p,Agaricus meleagris
p,f,y,g,t,f,f,c,b,p,t,b,k,k,n,b,p,w,o,l,h,s,d,Agaricus meleagris
p,x,f,n,t,f,f,c,b,h,t,b,k,k,n,b,p,w,o,l,h,s,g,Agaricus meleagris
p,f,f,n,t,f,f,c,b,h,t,b,k,k,p,p,p,w,o,l,h,y,p,Agaricus meleagris
p,f,y,n,t,f,f,c,b,h,t,b,k,k,p,b,p,w,o,l,h,v,p,Agaricus meleagris
p,f,f,n,t,f,f,c,b,h,t,b,k,k,n,p,p,w,o,l,h,v,g,Agaricus meleagris
p,x,y,n,t,f,f,c,b,p,t,b,k,k,n,p,p,w,o,l,h,y,g,Agaricus meleagris
p,f,y,n,t,f,f,c,b,h,t,b,k,k,b,p,p,w,o,l,h,v,p,Agaricus meleagris
p,f,y,g,t,f,f,c,b,p,t,b,k,k,n,p,p,w,o,l,h,s,p,Agaricus meleagris
p,f,y,n,t,f,f,c,b,h,t,b,k,k,p,n,p,w,o,l,h,v,d,Agaricus meleagris
p,x,y,g,t,f,f,c,b,h,t,b,k,k,n,p,p,w,o,l,h,y,p,Agaricus meleagris
p,x,f,n,t,f,f,c,b,h,t,b,k,k,n,n,p,w,o,l,h,v,g,Agaricus meleagris
p,f,f,g,t,f,f,c,b,h,t,b,k,k,b,p,p,w,o,l,h,y,p,Agaricus meleagris
p,x,y,g,t,f,f,c,b,g,t,b,k,k,b,b,p,w,o,l,h,y,g,Agaricus meleagris
p,x,f,g,t,f,f,c,b,g,t,b,k,k,n,b,p,w,o,l,h,v,d,Agaricus meleagris
p,f,f,g,t,f,f,c,b,p,t,b,k,k,p,b,p,w,o,l,h,s,p,Agaricus meleagris
p,f,f,n,t,f,f,c,b,p,t,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
p,x,f,g,t,f,f,c,b,p,t,b,k,k,p,b,p,w,o,l,h,s,p,Agaricus meleagris
p,f,y,n,t,f,f,c,b,p,t,b,k,k,n,b,p,w,o,l,h,s,p,Agaricus meleagris
p,f,f,g,t,f,f,c,b,g,t,b,k,k,b,n,p,w,o,l,h,y,d,Agaricus meleagris
p,x,s,w,f,n,f,c,n,w,e,,s,k,w,w,p,w,o,p,w,s,w,Lepiota rubrotincta
p,f,s,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,s,w,Lepiota rubrotincta
p,x,y,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,s,l,Lepiota rubrotincta
p,k,y,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,s,w,Lepiota rubrotincta
p,x,s,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,y,w,Lepiota rubrotincta
p,f,s,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,s,d,Lepiota rubrotincta
p,k,y,p,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,c,d,Lepiota rubrotincta
p,f,s,p,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,c,l,Lepiota rubrotincta
p,k,y,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,c,w,Lepiota rubrotincta
p,x,y,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,s,w,Lepiota rubrotincta
p,x,y,w,f,n,f,c,n,w,e,,k,k,w,w,p,w,o,p,w,y,l,Lepiota rubrotincta
p,k,y,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,y,w,Lepiota rubrotincta
p,f,y,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,y,l,Lepiota rubrotincta
p,k,s,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,y,d,Lepiota rubrotincta
p,f,s,p,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,s,l,Lepiota rubrotincta
p,f,y,p,f,n,f,c,n,w,e,,s,k,w,w,p,w,o,p,w,y,w,Lepiota rubrotincta
p,f,y,w,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,s,d,Lepiota rubrotincta
p,f,s,w,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,s,l,Lepiota rubrotincta
p,k,y,w,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,y,l,Lepiota rubrotincta
p,k,y,p,f,n,f,c,n,w,e,,k,k,w,w,p,w,o,p,w,s,l,Lepiota rubrotincta
p,k,s,w,f,n,f,c,n,w,e,,k,k,w,w,p,w,o,p,w,y,l,Lepiota rubrotincta
p,x,y,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,y,d,Lepiota rubrotincta
p,x,y,p,f,n,f,c,n,w,e,,k,k,w,w,p,w,o,p,w,y,d,Lepiota rubrotincta
p,x,y,p,f,n,f,c,n,w,e,,k,s,w,w,p,w,o,p,w,y,l,Lepiota rubrotincta
p,x,y,w,f,n,f,c,n,w,e,,s,s,w,w,p,w,o,p,w,c,d,Lepiota rubrotincta
p,x,f,c,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,k,f,c,f,n,f,w,n,w,e,,s,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,k,y,c,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,x,y,n,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,k,f,c,f,n,f,w,n,w,e,,f,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,f,f,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,x,y,c,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,f,f,c,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,f,c,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,y,n,f,n,f,w,n,w,e,,f,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,k,f,n,f,n,f,w,n,w,e,,f,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,y,n,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,f,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,f,f,c,f,n,f,w,n,w,e,,s,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,f,y,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,x,f,n,f,n,f,w,n,w,e,,f,s,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,k,y,n,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
p,f,f,c,f,n,f,w,n,w,e,,s,f,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
p,k,y,c,f,n,f,w,n,w,e,,f,f,n,n,p,w,o,e,w,y,l,Lepiota acutesquamosa
